gene_name	Caco2	HCT115	HCT16	SFM	SW1417	SW403	SW480	SW620
AC006128.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLRG2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005336.3	0.205	0.769	0.096	0.93	0.731	0.202	1.502	0.533
PSMC1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MED14P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL391645.1	0.0	0.275	0.0	0.0	0.0	0.0	0.18	0.0
AC080013.5	5.11	8.602	2.697	0.805	2.846	4.295	1.838	12.336
KRT31	0.0	0.0	0.0	0.0	0.0	0.133	1.006	0.0
HNRNPDLP4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL118556.2	0.0	0.234	0.0	0.0	0.0	1.275	0.36	0.113
LINC02542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RN7SL757P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CKMT1B	0.0	0.131	0.936	0.0	0.0	0.322	1.424	0.0
AC026316.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPA1P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004906.1	0.602	0.0	0.0	0.293	0.0	0.0	0.0	0.0
AL109945.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CATIP-AS2	0.0	0.072	0.0	0.0	0.0	0.0	0.24	0.0
LINC00851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL691515.1	0.0	0.0	0.0	0.0	0.0	0.0	0.336	0.0
AC022893.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC113361.1	0.0	0.0	0.0	0.0	0.0	0.0	0.166	0.0
SNORD15A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNORA20B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-708P	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.0
RNU6-1324P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNORA36A	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.0
LINC01749	0.602	0.0	0.534	0.0	0.0	0.0	0.0	0.0
PDYN	0.0	0.29	0.0	0.0	0.0	0.0	1.264	0.0
AC026740.1	0.772	0.075	0.0	0.078	0.08	0.095	0.518	0.0
AL118558.3	1.19	0.468	0.77	0.0	0.0	0.535	0.962	0.46
AC104794.4	0.227	0.108	0.0	0.0	0.921	0.0	0.0	0.556
SNORD115-41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL031055.1	0.32	0.0	0.181	0.0	0.355	0.0	1.156	0.407
RN7SKP162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTS6	0.24	0.725	0.181	1.05	0.826	0.668	0.86	0.321
AL080317.2	0.0	1.025	0.133	2.212	0.888	0.672	0.18	0.69
AC008875.1	6.718	5.377	4.554	5.072	8.255	12.548	6.47	7.4
RNU6-1125P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC087742.1	0.0	0.252	0.133	0.233	0.979	0.0	0.324	0.0
RNA5SP507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RN7SKP44	0.0	0.091	0.096	0.0	0.0	0.0	0.0	0.0
HAO1	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.074
C4orf51	0.0	0.0	0.0	1.147	0.0	0.0	0.0	0.0
DAD1	413.015	363.101	359.887	232.778	412.238	401.253	282.782	431.42
DDX10P1	3.572	4.235	13.514	9.578	4.889	5.015	4.938	3.66
IFNW1	0.362	0.145	0.401	0.333	0.23	0.133	1.436	0.0
TEP1	39.002	43.172	36.131	50.08	39.446	30.897	24.11	43.784
SIX5	0.338	1.438	2.149	0.0	3.308	1.072	8.714	1.947
AL021397.1	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.401
AC253536.6	0.227	1.961	0.153	0.0	0.878	0.268	0.418	0.441
AC019193.2	0.0	0.091	0.0	0.857	0.0	0.0	0.0	0.0
GAL3ST2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC147067.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.091
HUNK-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS26P41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL031651.1	0.24	0.074	0.357	0.813	0.162	0.133	0.0	0.437
TOB1	86.3	75.008	68.82	43.823	70.736	85.528	80.316	88.141
OR13C5	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0
THEMIS	0.857	0.089	0.591	5.507	2.054	1.072	0.25	1.05
AC018553.1	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0
ZFAND4	18.162	28.511	14.029	11.955	13.281	20.5	24.298	20.254
RN7SL787P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABCB10P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MED15P9	0.338	0.321	0.0	0.0	0.0	0.0	0.0	0.0
AL138767.2	0.205	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02593	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0
LINC01626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01134	4.81	4.081	3.139	11.375	5.964	3.848	5.422	3.369
SNORD1C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00205	6.232	6.952	3.643	3.413	4.938	9.085	5.18	6.516
CHCHD3P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL589986.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL583824.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC069213.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TSPY10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GAD2	0.12	0.389	0.401	0.657	0.0	0.972	0.084	0.046
AC135983.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABI1	206.493	178.35	160.149	151.208	192.502	194.695	163.088	173.099
YME1L1	511.472	432.243	503.16	435.345	484.985	438.008	492.346	487.471
AC091133.5	0.0	0.151	0.153	0.078	0.058	0.0	0.18	0.666
AC072026.1	0.0	0.091	0.0	0.0	0.0	0.067	0.0	0.0
MRPL45P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005273.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC073464.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYCSP8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ST3GAL5-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF436-AS1	0.372	2.011	3.426	1.245	0.664	1.605	1.402	3.093
KISS1R	0.0	0.149	0.0	0.0	0.132	0.207	0.166	0.0
ARID3A	712.682	652.494	659.686	690.388	750.251	950.265	734.978	711.353
EPAS1	221.047	238.031	260.247	196.062	288.798	492.808	465.122	211.004
C5orf66-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR5M14P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP000959.1	0.0	0.072	0.636	0.0	0.0	0.0	0.084	0.0
AIG1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005329.1	2.972	1.711	3.434	0.813	2.164	1.82	4.282	1.399
AC109454.3	0.0	0.0	0.0	0.0	0.0	0.207	0.0	0.0
RAC1P8	0.0	0.0	0.0	0.0	0.0	0.133	0.36	0.0
RN7SL180P	2.357	3.293	0.99	6.257	1.346	0.973	1.502	2.089
RNA5SP359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-686P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL591895.1	6.072	7.859	5.28	17.903	8.726	7.882	8.706	7.314
RNA5SP396	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0
RNU6-818P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNORD113-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RF00402	0.0	0.0	0.0	0.0	0.082	0.0	0.36	0.0
TAF11L12	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0
AC093870.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCNB1IP1P3	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0
RN7SL244P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC010201.1	0.618	0.222	0.0	0.0	0.266	0.0	0.0	0.0
STRC	0.12	1.036	0.133	1.475	0.809	0.935	0.566	0.674
AL161423.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CECR9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC008814.1	0.228	0.072	0.267	1.142	0.08	0.27	0.542	0.0
BX005195.1	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0
AC025946.2	0.0	0.0	0.0	0.0	0.165	0.0	0.0	0.0
AL158032.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC098592.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL683887.1	0.0	0.164	0.0	0.0	0.576	0.335	0.0	0.0
AC092127.2	0.0	0.0	0.0	0.0	0.0	0.975	0.0	0.0
AC027020.2	23.882	19.53	14.956	23.842	15.766	16.303	23.078	13.31
AC007728.3	0.602	0.452	0.349	0.388	0.0	0.0	0.0	0.227
VTRNA2-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSRB3	55.067	51.872	50.223	91.555	27.428	47.353	55.354	46.55
VWA8-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR2J4P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005104.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC098591.2	0.962	2.262	4.101	5.748	3.73	4.897	2.828	1.969
MTCH1	147.812	100.059	153.754	98.632	122.0	165.358	135.26	155.119
MRRFP1	0.0	0.0	0.0	0.0	0.0	0.0	0.434	0.0
AC090044.1	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0
WARS2-IT1	2.623	0.45	0.983	1.41	0.411	0.2	1.082	0.0
AL008629.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRM	73.025	66.545	33.629	58.997	62.277	67.765	57.962	61.599
Z68868.1	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF33CP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPP1R3E	81.81	110.935	116.303	103.755	85.991	70.57	72.988	70.657
AL049539.1	0.0	0.0	0.0	0.0	0.239	0.067	0.806	0.337
AC096708.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL139094.1	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0
YBX3	7.562	20.889	95.903	8.302	9.625	23.595	57.028	7.447
RNF5P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC007742.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006978.2	0.113	0.22	0.153	0.512	0.278	0.368	0.0	0.59
GUCA2B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MORF4L1P5	0.0	0.0	0.0	0.078	0.162	0.0	0.0	0.091
AL162377.1	2.907	1.25	1.061	0.31	1.301	2.482	1.698	2.144
MAP3K10	11.022	8.131	8.423	11.548	8.544	9.727	8.538	9.783
CYP21A2	0.887	0.936	0.0	0.0	0.0	0.337	0.0	0.0
UTAT33	0.0	0.0	0.267	0.285	0.483	0.0	0.18	0.0
NPAS1	0.227	0.0	0.153	0.0	0.0	0.202	0.954	0.2
Z99916.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC079781.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GMFG	1025.167	1077.061	482.687	966.678	632.664	901.09	698.244	815.964
SNORA59B	0.227	1.246	1.069	2.105	1.008	0.335	0.264	0.519
TENM1	0.475	0.585	0.0	0.465	1.305	0.0	4.798	0.151
HPS5	55.73	53.927	67.816	55.858	71.841	50.612	64.174	56.449
AL645949.1	0.0	0.25	0.4	0.0	0.329	0.0	0.0	0.0
AC011396.1	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0
AL645949.2	0.0	0.0	0.153	0.0	0.0	0.0	0.0	0.0
AP003555.1	0.0	0.401	0.666	0.0	0.431	0.0	0.794	0.0
LINC02065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CUBNP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPBPP2	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.0
SPIRE1	2.717	12.894	63.139	3.412	10.631	10.66	13.31	9.076
AL356583.3	0.0	0.184	0.0	0.0	0.0	0.0	0.434	0.0
USP9YP24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL807757.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BTBD1	62.293	49.689	68.683	63.853	60.772	67.458	46.36	61.687
MTND2P16	0.113	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF736P5Y	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASS1P9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSD17B10	40.772	41.585	28.681	24.382	43.88	51.328	39.58	37.784
ELOCP2	0.115	0.0	0.0	0.88	0.0	0.0	0.0	0.0
SMC1A	189.033	207.964	193.666	232.923	166.019	144.888	252.312	206.347
GNAT2	0.0	0.18	0.0	0.0	0.0	0.637	0.902	0.0
AC046185.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.184
PRPF38B	1615.778	1703.684	1781.25	2168.06	1643.204	1591.49	2324.272	1782.863
GSTM1	13.325	15.668	7.17	8.418	9.34	21.118	7.788	15.007
AC012676.1	6.42	4.528	5.009	9.185	6.655	4.203	6.148	5.753
AC007342.5	13.152	13.098	2.899	62.025	14.015	2.938	13.54	4.66
AC138625.2	0.0	0.0	0.0	0.0	0.0	0.133	0.0	0.0
LINC02355	0.12	0.368	0.0	0.0	0.165	0.067	0.962	0.0
CICP16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TUBG2	4.79	9.056	8.543	3.482	1.012	8.903	4.404	7.069
AP001153.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC073476.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC027688.2	1.412	1.096	1.461	0.937	1.348	0.468	0.324	1.154
AC092140.1	0.867	0.334	0.381	0.0	0.09	0.202	0.0	0.113
AC136944.1	3.788	4.126	5.834	9.223	4.98	2.635	5.29	2.241
AL034417.3	1.987	3.455	4.159	2.398	3.37	3.055	3.538	2.814
ZCWPW1	27.32	27.754	18.826	43.948	22.948	17.332	33.46	24.754
AC026471.2	0.0	0.044	0.0	0.31	0.0	0.207	0.0	0.0
LINC02505	0.113	0.0	0.0	0.145	0.08	0.268	0.0	0.137
AC142381.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BGLT3	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0
AP2S1	895.823	789.208	745.481	619.46	678.074	864.672	760.468	754.904
KLRC4	0.123	0.31	0.0	4.308	0.114	0.067	0.0	1.106
MIR522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL033527.5	1.8	1.46	0.984	1.293	2.724	0.067	1.624	1.841
AL365361.1	0.24	0.682	0.597	2.062	3.101	0.87	1.018	0.091
ITGB8	8.107	7.831	14.739	11.872	9.689	8.89	13.208	9.65
PON2	1.805	4.345	10.163	1.552	5.059	17.182	3.946	2.271
COPZ1	90.607	95.72	111.633	123.598	92.404	132.002	79.594	102.161
HBP1	320.96	219.548	432.501	304.11	353.558	288.445	338.572	317.944
PIK3CG	181.477	225.272	130.91	213.22	196.473	310.535	192.8	160.543
SCGN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PON3	0.115	0.072	0.4	0.0	0.329	0.0	0.902	0.0
GEMIN7	16.54	14.001	9.19	11.523	18.241	16.678	7.418	12.876
RF02156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MBTPS2	2.248	3.366	4.936	7.358	3.472	2.78	8.09	1.32
TXLNGY	48.575	54.082	56.503	75.67	41.498	39.53	54.336	29.41
SEMA3B	5.335	5.665	5.106	8.38	9.406	7.318	5.664	4.461
AL139098.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TTTY9B	0.0	0.0	0.0	0.0	0.0	0.133	0.0	0.0
SMPD2	26.468	20.141	19.164	11.433	17.202	31.597	28.132	28.507
MSNP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002504.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC008250.1	0.338	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TEX35	0.0	0.0	0.0	0.078	0.16	0.067	0.0	0.0
AC087241.3	0.0	0.0	0.0	0.333	0.0	0.0	0.504	0.0
RPL31	1035.847	1236.304	1948.527	1456.268	922.465	1839.445	1574.228	1099.064
ZCCHC3	532.587	532.311	641.721	468.53	634.22	423.64	454.388	478.137
METTL21C	0.0	0.0	0.0	0.0	0.0	0.133	0.0	0.0
MAB21L1	0.0	0.0	0.0	0.078	0.246	0.0	0.0	0.0
EMX1	0.0	0.145	0.267	0.0	0.0	0.0	0.0	0.0
RPL21P8	0.362	0.091	0.0	0.0	0.0	0.0	0.0	0.0
YOD1	28.378	23.444	35.821	17.843	19.954	49.672	42.876	30.316
CHM	11.438	12.624	14.557	10.427	8.96	11.382	10.578	8.99
SMYD5	1.185	1.859	3.524	0.688	2.09	3.293	5.952	0.681
RAB11FIP5	2.052	1.658	9.136	3.017	1.459	3.433	5.15	4.764
DYSF	14.73	4.828	18.174	48.12	14.305	23.422	31.852	13.224
CCDC142	34.965	31.184	28.886	59.917	36.626	30.35	30.77	30.903
EBP	147.787	107.975	82.339	73.475	123.349	116.397	76.45	129.989
AC093813.1	0.722	0.0	0.0	0.0	0.08	0.0	0.0	0.0
MIR4450	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC7A11-AS1	4.388	2.664	7.26	1.648	3.29	1.007	2.172	1.02
AC100872.1	0.0	0.0	0.0	0.233	0.0	0.0	0.0	0.0
NCBP2	83.89	58.386	81.707	74.492	81.788	75.263	70.16	76.636
AL391261.1	0.0	0.0	0.554	0.145	0.0	0.0	0.0	0.0
AC022558.1	7.732	11.075	13.887	7.685	4.076	5.665	3.342	5.07
MRPL49P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HDLBP	380.752	415.81	527.047	362.338	426.334	417.958	508.29	398.557
LINC02157	0.113	0.089	0.0	0.0	0.0	0.0	0.0	0.0
AC021739.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC078905.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC015660.2	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0
CYCSP33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC127381.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004943.2	0.123	0.935	0.61	1.002	0.204	0.095	0.336	0.213
MMP25-AS1	50.822	81.43	58.936	74.718	61.162	77.677	87.898	66.951
OR11H5P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINE4P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC116025.1	0.0	0.0	0.0	0.145	0.0	0.0	0.18	0.0
RPL23AP86	0.412	0.0	0.0	0.0	0.329	0.0	0.0	0.0
AC103996.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QKI	384.943	420.631	641.939	323.128	435.001	403.808	586.426	474.38
AL356277.3	0.0	0.669	0.0	0.0	0.739	0.0	0.0	0.0
CYP4F24P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL121820.1	0.0	0.0	0.096	0.0	0.0	0.268	0.0	0.403
MTND3P13	0.0	0.0	0.0	0.0	1.21	0.0	0.0	0.0
AC005951.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL133260.1	0.35	0.272	0.096	0.155	0.0	0.0	0.542	0.536
MEGF6	12.615	20.946	2.109	22.702	7.437	4.998	6.226	8.789
AC016769.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMIM2-AS1	2.42	2.698	1.046	3.715	2.202	2.46	6.794	3.674
HMGN2P22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIS18A-AS1	0.0	0.321	0.0	0.0	0.132	0.412	0.0	0.113
AL158827.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.113
VDAC1P12	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDRT15P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC105760.2	0.24	0.46	0.133	0.88	0.0	0.067	0.336	0.113
AL158834.2	0.115	0.762	0.0	0.0	0.676	0.955	0.0	0.226
TRIM60P9Y	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A6	1.155	1.862	2.037	1.64	2.545	1.29	3.456	1.953
CASP14	0.663	0.782	1.26	1.252	2.8	0.698	1.212	0.309
AURKC	2.383	2.228	2.631	2.165	2.514	4.142	2.608	2.563
AC005758.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CGB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC067852.3	10.637	10.485	19.7	21.547	7.886	9.028	21.998	8.75
AC008686.1	2.683	5.746	1.261	1.495	2.668	5.137	2.882	3.386
AZIN2	1.322	0.358	1.827	0.52	1.778	1.722	1.36	0.0
AC008992.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC040904.1	0.0	0.074	0.153	0.0	0.16	0.133	0.084	0.0
CROCCP5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC061961.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003500.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AF196972.1	1.152	0.281	0.381	0.285	0.0	0.0	0.0	0.551
TMEM212-IT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE6A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANO7	4.11	2.137	1.923	0.078	1.489	4.593	4.952	3.829
ZNF815P	9.85	6.998	6.477	9.842	7.618	9.282	5.49	9.719
EGOT	1.17	1.014	0.457	0.0	0.714	0.882	0.67	1.014
AC234783.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIK2	1.975	1.285	2.236	0.88	1.94	2.048	3.256	4.696
RN7SL156P	0.362	0.072	0.286	0.0	0.058	0.838	0.18	0.12
AL445435.1	0.0	0.091	0.0	0.0	0.165	0.0	0.0	0.0
GJB7	0.0	0.372	0.133	0.145	0.082	0.0	0.722	0.0
RNA5SP239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC35A1	52.018	58.551	42.39	50.3	43.082	44.105	29.266	54.086
AC040160.2	8.268	10.016	14.349	15.482	12.855	11.1	11.218	9.754
RN7SKP218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005845.1	0.0	0.072	0.0	0.587	0.165	0.0	0.0	0.0
VDAC2P2	0.0	0.091	0.0	0.0	0.058	0.0	0.0	0.0
CGRRF1	59.44	51.632	54.046	51.895	59.939	42.115	35.562	67.34
FOXD4L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR3185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRCH4	6.983	5.027	9.431	11.91	6.132	10.282	11.304	10.14
MIR3125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004877.1	0.0	0.164	0.0	0.543	0.08	0.0	0.0	0.184
AP000919.1	0.0	0.288	0.467	1.52	0.33	0.268	0.684	0.504
FAM76B	140.133	124.342	105.93	133.903	141.509	97.193	125.56	129.469
GNRHR2P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC104117.2	0.0	0.276	0.0	0.0	0.114	0.4	0.0	0.0
AL008729.2	32.295	27.396	146.496	15.065	35.144	36.363	26.114	51.713
AC015468.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EIF4A1P9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6781	0.0	0.0	0.0	0.0	0.0	0.0	0.336	0.0
KRTAP29-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KRTAP9-6	0.0	0.271	0.0	0.078	0.25	0.067	0.434	0.046
AC024267.5	0.12	0.208	0.936	0.372	0.204	0.468	0.324	0.12
RN7SL96P	1.213	1.556	1.04	0.808	0.765	1.543	1.18	0.6
AP1S3	23.85	25.321	36.104	25.62	24.192	17.832	20.332	20.304
KRTAP16-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR4696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC026904.1	1.143	0.321	0.0	0.0	0.132	0.133	0.0	0.137
AC109460.1	0.56	0.325	4.254	4.302	1.526	7.368	2.01	0.121
AC026803.1	1.137	0.466	1.266	1.753	0.734	0.697	0.61	0.204
AC009055.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC007218.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC106028.3	33.572	34.73	28.474	26.568	42.982	29.68	16.892	28.1
AL353708.1	8.06	8.49	8.35	18.227	8.024	4.617	9.9	10.796
AC120024.1	0.0	0.0	0.401	0.0	0.0	0.0	0.0	0.0
AC027373.1	0.412	2.194	3.217	1.593	3.926	3.09	5.764	3.876
PLEKHB1	8.392	7.615	11.584	2.65	1.615	5.672	2.202	17.971
RPL10P1	0.0	0.072	0.8	0.0	0.0	0.0	0.18	0.0
TPT1P4	0.338	0.091	0.0	0.0	0.0	0.337	0.0	0.046
AC115619.1	0.0	1.026	0.0	0.0	0.0	0.0	0.542	0.076
NPM1P50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHADL	1.212	0.108	0.153	0.0	1.044	0.283	0.482	0.523
SNORD83A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNORD83B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL080285.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EP300	431.178	530.026	625.893	594.18	685.529	458.283	723.54	535.467
AL136982.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L3MBTL2	15.373	23.36	17.63	26.1	21.122	8.952	12.878	18.009
AC007375.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-1217P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IGHV3-62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNA5SP221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RN7SKP297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR1199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002101.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM72A	0.0	0.0	0.0	0.0	0.08	0.335	1.388	0.076
CCDC196	0.0	0.072	0.691	1.452	0.749	0.067	0.902	0.0
