"","T_PCD11_LMoDC_1","T_PCD11_LMoDC_2","T_PCD11_LMoDC_3","T_PCD11_LMoDC_4","T_PCD11_LCD11_1","T_PCD11_LCD11_2","T_PCD11_LCD11_3","T_PCD11_LCD11_4","T_PimedMoDC_1","T_PimedMoDC_2","T_PimedMoDC_3","T_PimedMoDC_4","T_PimedCD11c_1","T_PimedCD11c_2","T_PimedCD11c_3","T_PimedCD11c_4"
"Gm26332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm2638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm2639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26397",0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0
"Gm26401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26411",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26448",0,0,2,1,0,0,2,1,1,0,2,0,1,2,0,1
"Gm26449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm2645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26457",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Gm26458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26461",0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
"Gm26464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26478",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm2649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26497",1,1,0,2,2,4,5,2,2,2,1,1,1,1,0,2
"Gm26498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26509",1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
"Gm2651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26510",6,3,4,2,6,6,5,6,24,30,37,46,9,16,15,11
"Gm26511",0,0,0,1,2,0,1,0,0,0,0,0,0,2,1,1
"Gm26512",1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2
"Gm26513",0,0,1,0,1,0,2,0,1,1,0,1,0,2,1,2
"Gm26519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26520",1,5,0,2,3,2,1,2,1,1,1,5,1,2,1,4
"Gm26524",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26528",1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Gm26531",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Gm26532",19,13,9,8,48,44,19,35,6,11,14,8,3,9,12,6
"Gm26533",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"Gm26535",0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0
"Gm26537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm2654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26542",4,1,8,4,2,5,3,4,5,0,5,4,1,2,0,1
"Gm26543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26549",0,0,0,0,2,1,0,2,0,1,3,2,1,2,0,1
"Gm26550",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Gm26552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26558",0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0
"Gm26559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26569",0,1,0,0,2,2,1,0,0,3,0,0,1,0,1,1
"Gm26570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26571",2,2,0,0,4,1,3,1,0,3,2,3,4,2,2,1
"Gm26574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26576",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Gm26577",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Gm26579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26583",0,0,0,1,4,1,0,1,8,12,9,14,3,8,10,4
"Gm26585",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Gm26586",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Gm26587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26588",0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0
"Gm26590",0,1,0,1,0,2,0,3,1,2,1,1,2,1,0,1
"Gm26592",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"Gm26594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26597",0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0
"Gm266",2,2,0,2,4,6,0,3,6,16,21,23,1,3,3,3
"Gm26600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26608",0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
"Gm26611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26612",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26616",0,1,1,0,0,2,0,1,0,1,1,2,1,2,1,0
"Gm26618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26620",2,1,1,0,2,4,2,3,0,4,2,3,2,2,2,0
"Gm26621",5,2,0,1,6,6,6,7,1,5,3,8,0,0,0,0
"Gm26622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26626",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Gm26627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm2663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26630",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26631",0,0,0,0,0,0,0,1,0,2,1,3,1,4,2,0
"Gm26632",0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1
"Gm26633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26636",1,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0
"Gm26638",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Gm26639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26640",0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0
"Gm26642",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Gm26644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26648",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Gm26650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26652",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Gm26653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26660",0,0,0,0,0,0,2,0,0,1,2,1,1,2,0,0
"Gm26661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26670",0,0,0,0,0,0,0,2,2,2,2,4,2,2,2,0
"Gm26671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26672",0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0
"Gm26673",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Gm26674",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Gm26676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26686",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Gm26688",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Gm26691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26692",0,1,0,0,1,0,0,1,1,0,0,2,1,1,0,0
"Gm26693",0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0
"Gm26696",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm2670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26704",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"Gm26705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26708",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"Gm26709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26712",59,23,19,37,112,102,54,56,73,129,130,150,53,108,83,56
"Gm26713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26716",0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0
"Gm26717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26724",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Gm26725",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Gm26726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26728",0,0,0,0,0,1,0,1,0,1,1,3,0,1,1,0
"Gm26729",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Gm2673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26737",0,1,0,0,1,3,1,1,0,0,0,0,0,0,1,0
"Gm26738",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Gm26739",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Gm26740",6,1,1,3,5,3,5,3,9,20,14,24,10,7,5,14
"Gm26743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26748",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Gm26749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm2675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26756",0,0,0,0,3,0,0,1,0,2,0,1,0,0,2,0
"Gm26759",9,7,4,1,9,4,5,7,10,4,9,9,5,9,15,10
"Gm2676",2,0,2,3,0,5,2,0,0,3,0,1,1,0,1,0
"Gm26760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26770",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"Gm26771",0,0,0,0,3,0,0,0,1,0,0,2,1,2,0,0
"Gm26774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26779",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Gm26781",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"Gm26782",26,11,11,18,16,56,35,28,41,67,63,81,34,49,59,45
"Gm26783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26784",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Gm26787",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Gm26788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26789",0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
"Gm26791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26793",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Gm26795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26797",5,1,0,0,2,2,0,0,0,2,1,2,1,0,0,0
"Gm26800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26801",1,0,0,0,0,3,1,4,1,1,2,4,0,0,0,1
"Gm26802",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Gm26805",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Gm26806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26807",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Gm26810",1,3,5,2,11,6,2,4,1,1,1,1,0,3,0,1
"Gm26811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26812",0,0,1,3,5,3,6,9,0,3,0,0,0,0,0,0
"Gm26813",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Gm26814",0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
"Gm26815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm2682",11,3,1,5,12,12,5,18,20,31,17,31,11,20,9,9
"Gm26820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26822",0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
"Gm26826",3,2,0,0,1,8,3,6,3,3,4,2,2,0,1,0
"Gm26827",0,0,1,0,3,0,1,1,1,3,1,4,2,2,0,1
"Gm26828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26838",0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0
"Gm26839",1,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0
"Gm26843",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26850",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Gm26852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26865",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Gm26866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26868",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26871",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Gm26872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26876",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Gm26877",0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
"Gm26878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26879",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Gm26881",1,1,0,1,2,4,1,1,8,12,18,8,2,4,5,1
"Gm26885",0,1,2,0,1,2,0,0,0,1,0,2,0,1,0,0
"Gm26886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26887",0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0
"Gm26891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26893",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26897",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26901",0,0,0,2,5,6,2,3,2,2,4,6,1,1,0,0
"Gm26902",0,0,0,0,0,1,1,0,1,1,3,2,0,0,0,0
"Gm26903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm2691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26910",7,1,6,3,9,9,2,9,3,7,10,9,5,5,5,3
"Gm26911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26912",0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"Gm26913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26915",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26916",1,0,2,0,1,1,0,0,0,0,0,1,0,1,1,1
"Gm26918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26923",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Gm26925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
